epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8701.09,0.95554,3.9928,1.2442,0.66788,0.19386,0.1872,0.14435,0.84492,3.13316,1.125,4.09761e-05,4.09761e-05,4.09761e-05
2,16930.9,0.93164,2.59849,1.22289,0.65049,0.30378,0.33059,0.25524,0.811,2.53553,1.08801,7.38605e-05,7.38605e-05,7.38605e-05
